#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MG705536.1,,"Ramchandani,M.S., Jing,L., Russell,R.M., Tran,T., Laing,K.J., Magaret,A.S., Selke,S., Cheng,A., Huang,M.L., Xie,H., Strachan,E., Greninger,A.L., Roychoudhury,P., Jerome,K.R., Wald,A., Koelle,D.M., Huang,M.-L.",2018-11-07,,13989,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,244,GenBank,partial,,,1.0,USA,,Homo sapiens,,2010-12-24,,"Human alphaherpesvirus 1 clone 2011-449 thymidine kinase (UL23) gene, partial cds"
MG705539.1,,"Ramchandani,M.S., Jing,L., Russell,R.M., Tran,T., Laing,K.J., Magaret,A.S., Selke,S., Cheng,A., Huang,M.L., Xie,H., Strachan,E., Greninger,A.L., Roychoudhury,P., Jerome,K.R., Wald,A., Koelle,D.M., Huang,M.-L.",2018-11-07,,14025,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,246,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011-03-25,,"Human alphaherpesvirus 1 clone 2011-7516 thymidine kinase (UL23) gene, partial cds"
MG705540.1,,"Ramchandani,M.S., Jing,L., Russell,R.M., Tran,T., Laing,K.J., Magaret,A.S., Selke,S., Cheng,A., Huang,M.L., Xie,H., Strachan,E., Greninger,A.L., Roychoudhury,P., Jerome,K.R., Wald,A., Koelle,D.M., Huang,M.-L.",2018-11-07,,14029,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,154,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2011-02-15,,"Human alphaherpesvirus 1 clone 2011-9202 thymidine kinase (UL23) gene, partial cds"
MG705542.1,,"Ramchandani,M.S., Jing,L., Russell,R.M., Tran,T., Laing,K.J., Magaret,A.S., Selke,S., Cheng,A., Huang,M.L., Xie,H., Strachan,E., Greninger,A.L., Roychoudhury,P., Jerome,K.R., Wald,A., Koelle,D.M., Huang,M.-L.",2018-11-07,,14030,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,156,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2011-04-14,,"Human alphaherpesvirus 1 clone 2011-9290 thymidine kinase (UL23) gene, partial cds"
MG705543.1,,"Ramchandani,M.S., Jing,L., Russell,R.M., Tran,T., Laing,K.J., Magaret,A.S., Selke,S., Cheng,A., Huang,M.L., Xie,H., Strachan,E., Greninger,A.L., Roychoudhury,P., Jerome,K.R., Wald,A., Koelle,D.M., Huang,M.-L.",2018-11-07,,13847,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,213,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2010-04-07,,"Human alphaherpesvirus 1 clone 2010-9404 thymidine kinase (UL23) gene, partial cds"
MG705544.1,,"Ramchandani,M.S., Jing,L., Russell,R.M., Tran,T., Laing,K.J., Magaret,A.S., Selke,S., Cheng,A., Huang,M.L., Xie,H., Strachan,E., Greninger,A.L., Roychoudhury,P., Jerome,K.R., Wald,A., Koelle,D.M., Huang,M.-L.",2018-11-07,,13845,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,240,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2012-03-01,,"Human alphaherpesvirus 1 clone 2012-4273 thymidine kinase (UL23) gene, partial cds"
MG708284.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_site16_day2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151596,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_site16_day2, partial genome"
MG708285.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_site18_day2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152517,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_site18_day2, partial genome"
MG708286.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_day-90_culture1,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,153858,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_day-90_culture1, partial genome"
MG708287.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_day1_culture2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152589,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_day1_culture2, partial genome"
MG708288.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_day60_culture3,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152069,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_day60_culture3, partial genome"
MG708289.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_site12_day3,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,153536,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_site12_day3, partial genome"
MG708290.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_site13_day2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151303,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_site13_day2, partial genome"
MG708291.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_site13_day3,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151437,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_site13_day3, partial genome"
MG708292.1,,"Shipley,M.M., Renner,D.W., Ott,M., Bloom,D.C., Koelle,D.M., Johnston,C., Szpara,M.L., Shipley,M.",2018-07-02,HSV-v29_site14_day2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151186,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain HSV-v29_site14_day2, partial genome"
MG999838.1,SRR8114660,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-31164,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152505,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330551,"Human alphaherpesvirus 1 strain 2011-31164, partial genome"
MG999839.1,SRR8114659,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2009-39273,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152277,GenBank,partial,,,1.0,USA,,Homo sapiens,,2009,SAMN10330552,"Human alphaherpesvirus 1 strain 2009-39273, partial genome"
MG999840.1,SRR8114658,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2006-57630,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152172,GenBank,partial,,,1.0,USA,,Homo sapiens,,2006,SAMN10330553,"Human alphaherpesvirus 1 strain 2006-57630, partial genome"
MG999841.1,SRR8114657,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2009-29964,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152204,GenBank,partial,,,1.0,USA,,Homo sapiens,,2009,SAMN10330554,"Human alphaherpesvirus 1 strain 2009-29964, partial genome"
MG999842.1,,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,27_2006-50140,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151413,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain 27_2006-50140, partial genome"
MG999843.1,SRR8114556,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-12714,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151440,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330555,"Human alphaherpesvirus 1 strain 2011-12714, partial genome"
MG999844.1,SRR8114551,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-12717,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151874,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330556,"Human alphaherpesvirus 1 strain 2011-12717, partial genome"
MG999845.1,SRR8114587,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2009-25575,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,149530,GenBank,partial,,,1.0,USA,,Homo sapiens,,2009,SAMN10330557,"Human alphaherpesvirus 1 strain 2009-25575, partial genome"
MG999846.1,SRR8114588,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1995-75216,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152019,GenBank,partial,,,1.0,USA,,Homo sapiens,,1995,SAMN10330558,"Human alphaherpesvirus 1 strain 1995-75216, partial genome"
MG999847.1,SRR8114566,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2007-1997,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151851,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,SAMN10330559,"Human alphaherpesvirus 1 strain 2007-1997, partial genome"
MG999848.1,SRR8114617,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1998-4895,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151890,GenBank,partial,,,1.0,USA,,Homo sapiens,,1998,SAMN10330560,"Human alphaherpesvirus 1 strain 1998-4895, partial genome"
MG999849.1,SRR8114571,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1997-5801,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152494,GenBank,partial,,,1.0,USA,,Homo sapiens,,1997,SAMN10330561,"Human alphaherpesvirus 1 strain 1997-5801, partial genome"
MG999850.1,SRR8114608,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2010-25244,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151292,GenBank,partial,,,1.0,USA,,Homo sapiens,,2010,SAMN10330562,"Human alphaherpesvirus 1 strain 2010-25244, partial genome"
MG999851.1,SRR8114677,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2000-24198,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152887,GenBank,partial,,,1.0,USA,,Homo sapiens,,2000,SAMN10330563,"Human alphaherpesvirus 1 strain 2000-24198, partial genome"
MG999852.1,SRR8114678,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-12715,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151547,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330564,"Human alphaherpesvirus 1 strain 2011-12715, partial genome"
MG999853.1,SRR8114638,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2010-28683,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151997,GenBank,partial,,,1.0,USA,,Homo sapiens,,2010,SAMN10330565,"Human alphaherpesvirus 1 strain 2010-28683, partial genome"
MG999854.1,SRR8114636,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2010-21371,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151378,GenBank,partial,,,1.0,USA,,Homo sapiens,,2010,SAMN10330566,"Human alphaherpesvirus 1 strain 2010-21371, partial genome"
MG999855.1,SRR8114655,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1996-13975,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151847,GenBank,partial,,,1.0,USA,,Homo sapiens,,1996,SAMN10330567,"Human alphaherpesvirus 1 strain 1996-13975, partial genome"
MG999856.1,SRR8114589,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-16318,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151468,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330568,"Human alphaherpesvirus 1 strain 2011-16318, partial genome"
MG999857.1,SRR8114652,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2009-19950,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151248,GenBank,partial,,,1.0,USA,,Homo sapiens,,2009,SAMN10330569,"Human alphaherpesvirus 1 strain 2009-19950, partial genome"
MG999858.1,SRR8114649,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-21041,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151634,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330570,"Human alphaherpesvirus 1 strain 2011-21041, partial genome"
MG999859.1,SRR8114654,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-15240,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151779,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330571,"Human alphaherpesvirus 1 strain 2011-15240, partial genome"
MG999860.1,SRR8114653,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,25_2006-37406,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151224,GenBank,partial,,,1.0,Uganda,,Homo sapiens,,2006,SAMN10330572,"Human alphaherpesvirus 1 strain 25_2006-37406, partial genome"
MG999861.1,SRR26537790,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1998-7487,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,159355,GenBank,partial,,,1.0,USA: WA,WA,Homo sapiens,,1998-07,SAMN37999513,"Human alphaherpesvirus 1 strain 1998-7487, partial genome"
MG999862.1,SRR8114681,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1995-63175,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151979,GenBank,partial,,,1.0,USA,,Homo sapiens,,1995,SAMN10330573,"Human alphaherpesvirus 1 strain 1995-63175, partial genome"
MG999863.1,SRR8114647,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-31213,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151319,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330574,"Human alphaherpesvirus 1 strain 2011-31213, partial genome"
MG999864.1,SRR8114697,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2012-35807,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151134,GenBank,partial,,,1.0,USA,,Homo sapiens,,2012,SAMN10330575,"Human alphaherpesvirus 1 strain 2012-35807, partial genome"
MG999865.1,SRR8114698,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2009-25772,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152056,GenBank,partial,,,1.0,USA,,Homo sapiens,,2009,SAMN10330576,"Human alphaherpesvirus 1 strain 2009-25772, partial genome"
MG999866.1,SRR8114699,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2005-589,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152306,GenBank,partial,,,1.0,USA,,Homo sapiens,,2005,SAMN10330577,"Human alphaherpesvirus 1 strain 2005-589, partial genome"
MG999867.1,SRR8114700,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-12719,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152226,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330578,"Human alphaherpesvirus 1 strain 2011-12719, partial genome"
MG999868.1,SRR8114701,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1996-27502,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151584,GenBank,partial,,,1.0,USA,,Homo sapiens,,1996,SAMN10330579,"Human alphaherpesvirus 1 strain 1996-27502, partial genome"
MG999869.1,SRR8114702,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-5409,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152300,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330580,"Human alphaherpesvirus 1 strain 2011-5409, partial genome"
MG999870.1,SRR8114703,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2010-32082,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152330,GenBank,partial,,,1.0,USA,,Homo sapiens,,2010,SAMN10330581,"Human alphaherpesvirus 1 strain 2010-32082, partial genome"
MG999871.1,SRR8114704,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2009-25015,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152044,GenBank,partial,,,1.0,USA,,Homo sapiens,,2009,SAMN10330582,"Human alphaherpesvirus 1 strain 2009-25015, partial genome"
MG999872.1,SRR8114705,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2003-15756,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151906,GenBank,partial,,,1.0,USA,,Homo sapiens,,2003,SAMN10330583,"Human alphaherpesvirus 1 strain 2003-15756, partial genome"
MG999873.1,SRR8114706,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,28_2010-32106,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151621,GenBank,partial,,,1.0,USA,,Homo sapiens,,2010,SAMN10330584,"Human alphaherpesvirus 1 strain 28_2010-32106, partial genome"
MG999874.1,SRR8114730,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,29_2011-12691,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151456,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330585,"Human alphaherpesvirus 1 strain 29_2011-12691, partial genome"
MG999875.1,SRR8114729,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2009-20371,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152027,GenBank,partial,,,1.0,USA,,Homo sapiens,,2009,SAMN10330586,"Human alphaherpesvirus 1 strain 2009-20371, partial genome"
MG999876.1,SRR8114728,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-5438,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152084,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330587,"Human alphaherpesvirus 1 strain 2011-5438, partial genome"
MG999877.1,SRR8114727,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2004-63623,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151478,GenBank,partial,,,1.0,USA,,Homo sapiens,,2004,SAMN10330588,"Human alphaherpesvirus 1 strain 2004-63623, partial genome"
MG999878.1,SRR8114726,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,1998-6343,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152399,GenBank,partial,,,1.0,USA,,Homo sapiens,,1998,SAMN10330589,"Human alphaherpesvirus 1 strain 1998-6343, partial genome"
MG999879.1,SRR8114725,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-17275,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152105,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330590,"Human alphaherpesvirus 1 strain 2011-17275, partial genome"
MG999880.1,SRR8114724,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2007-16426,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152064,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,SAMN10330591,"Human alphaherpesvirus 1 strain 2007-16426, partial genome"
MG999881.1,SRR8114723,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2007-16123,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151941,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,SAMN10330592,"Human alphaherpesvirus 1 strain 2007-16123, partial genome"
MG999882.1,SRR8114722,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2011-13906,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151463,GenBank,partial,,,1.0,USA,,Homo sapiens,,2011,SAMN10330593,"Human alphaherpesvirus 1 strain 2011-13906, partial genome"
MG999883.1,SRR8114721,"Greninger,A.L., Roychoudhury,P., Xie,H., Casto,A., Cent,A., Pepper,G., Koelle,D.M., Huang,M.L., Wald,A., Johnston,C., Jerome,K.R.",2018-06-26,2007-12932,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152309,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,SAMN10330594,"Human alphaherpesvirus 1 strain 2007-12932, partial genome"
