#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MK157626.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H22,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H22 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157627.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H11,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H11 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157628.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H154,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H154 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157629.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H20,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H20 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157630.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H23,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H23 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157631.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H21,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H21 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157633.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H15,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H15 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157634.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Urine_2008-11-04_H12,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2008-11-04,,"Human betaherpesvirus 5 isolate 32_Urine_2008-11-04_H12 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157637.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Vaginal_2008-06-23_H132,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2008-06-23,,"Human betaherpesvirus 5 isolate 32_Vaginal_2008-06-23_H132 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157638.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Vaginal_2008-06-23_H133,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2008-06-23,,"Human betaherpesvirus 5 isolate 32_Vaginal_2008-06-23_H133 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157640.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Vaginal_2008-06-23_H97,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2008-06-23,,"Human betaherpesvirus 5 isolate 32_Vaginal_2008-06-23_H97 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157641.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Vaginal_2008-06-23_H114,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2008-06-23,,"Human betaherpesvirus 5 isolate 32_Vaginal_2008-06-23_H114 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157642.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,32_Vaginal_2008-06-23_H47,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2008-06-23,,"Human betaherpesvirus 5 isolate 32_Vaginal_2008-06-23_H47 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157643.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H256,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H256 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157644.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H171,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H171 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157645.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H36,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H36 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157646.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H260,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H260 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157647.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H157,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H157 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157648.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H2,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H2 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157649.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H163,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H163 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157650.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,4_Urine_2001-05-10_H245,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2001-05-10,,"Human betaherpesvirus 5 isolate 4_Urine_2001-05-10_H245 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157651.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,27_Saliva_2009-02-11_H158,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2009-02-11,,"Human betaherpesvirus 5 isolate 27_Saliva_2009-02-11_H158 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157653.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,27_Saliva_2009-02-11_H253,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2009-02-11,,"Human betaherpesvirus 5 isolate 27_Saliva_2009-02-11_H253 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157654.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,27_Saliva_2009-02-11_H165,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2009-02-11,,"Human betaherpesvirus 5 isolate 27_Saliva_2009-02-11_H165 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157655.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,27_Saliva_2009-02-11_H164,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2009-02-11,,"Human betaherpesvirus 5 isolate 27_Saliva_2009-02-11_H164 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157660.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,27_Urine_2009-02-11_H216,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,urine,2009-02-11,,"Human betaherpesvirus 5 isolate 27_Urine_2009-02-11_H216 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157662.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,27_Vaginal_2009-02-11_H168,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2009-02-11,,"Human betaherpesvirus 5 isolate 27_Vaginal_2009-02-11_H168 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157665.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,27_Vaginal_2009-02-11_H166,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2009-02-11,,"Human betaherpesvirus 5 isolate 27_Vaginal_2009-02-11_H166 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157666.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H66,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H66 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157667.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H65,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H65 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157668.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H58,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H58 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157669.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H64,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H64 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157670.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H59,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H59 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157671.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H62,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H62 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157672.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H60,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H60 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157673.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H61,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H61 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157674.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-04-16_H67,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-04-16,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-04-16_H67 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157677.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-05-20_H248,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-05-20,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-05-20_H248 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157678.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-05-20_H240,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-05-20,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-05-20_H240 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157679.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-05-20_H63,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-05-20,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-05-20_H63 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157680.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,1_Vaginal_2003-05-20_H32,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,,2003-05-20,,"Human betaherpesvirus 5 isolate 1_Vaginal_2003-05-20_H32 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157682.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H205,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H205 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157683.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H194,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H194 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157684.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H174,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H174 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157685.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H190,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H190 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157686.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H192,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H192 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157687.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H42,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H42 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157688.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H183,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H183 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157689.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H201,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H201 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157690.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H91,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H91 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157691.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H184,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H184 envelope glycoprotein UL130 (UL130) gene, partial cds"
MK157692.1,,"Nelson,C.S., Vera Cruz,D., Su,M., Xie,G., Vandergrift,N., Pass,R.F., Forman,M., Diener-West,M., Koelle,K., Arav-Boger,R., Permar,S.R.",2018-12-03,,3_Saliva_2001-01-11_H178,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,465,GenBank,partial,,,,USA,,Homo sapiens,"saliva, oronasopharynx",2001-01-11,,"Human betaherpesvirus 5 isolate 3_Saliva_2001-01-11_H178 envelope glycoprotein UL130 (UL130) gene, partial cds"
